SampleN,SumTS,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,NH4_N,NO3_N,N.N,TN,OM,SoilType,Longitude,Latitude,ALT_extract,Landscape,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
D2_2_8,1.30773091,16.92608822,0.56905281,553.3246077,6660.135035,2517.067091,29180.70606,2.890760538,463.9432518,23.52791277,21.86052476,338.8416527,16314.99913,6.655881733,17.40951583,16.97937678,30.83621484,3.857171731,1.408754616,7.419461973,16.60917798,49.35223744,6.42546933,1.799345738,1.081698301,0.305097875,0.140524192,3.786100087,0.491302518,2.36296721,77.10601242,12.66530229,25.54899657,2.957309116,11.04372861,2.218302334,0.42660516,2.198079533,0.268606103,1.32135621,0.233595692,0.602184069,0.502510974,0.053522614,9.529759757,3.63823073,227.843,5.985395635,88.56,8.27,178.7,5.36,4.66,10.02,784.1526,13.71842972,Roam,110.873,35.371,679,Flat,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_9,0.88994066,18.8914736,0.612916001,860.6859887,7502.622229,2950.456524,33094.91756,3.341674469,515.8702115,26.49991996,25.40447056,389.5411767,18578.47886,7.564266341,18.97261175,22.6270065,52.88063628,4.447350882,1.593006347,8.645005092,19.27298845,55.16710782,7.307784383,2.276142284,1.23136473,0.392320597,0.174260983,4.084430123,0.570207352,2.699107096,92.1969793,14.1968831,28.85375152,3.361850367,12.55687157,2.501005589,0.479667346,2.477911486,0.303387955,1.49099291,0.26521101,0.70335887,0.572966047,0.068936703,12.02991889,4.014169287,269.346,5.889634244,113.48,8.19,203.0,7.23,7.23,14.46,973.8806,11.42288466,Roam,110.873,35.371,679,Flat,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_10,2.50306224,16.45892763,0.500489885,547.4578527,6484.675389,2445.413914,28315.94496,2.788890161,471.3041251,22.96736152,21.01451869,325.9968664,15846.94906,6.33885828,16.0911768,16.8356009,39.23590532,3.82874826,1.364088413,7.308301657,16.26269386,47.69797868,6.29385659,1.498241761,1.062562532,0.298337327,0.11851645,3.448368119,0.453407078,2.250788714,73.81972501,12.68755859,25.76840103,2.950941881,11.08130726,2.184140852,0.412980697,2.160058516,0.262083999,1.288799393,0.228260934,0.608986289,0.488203822,0.042405212,9.344059674,3.628783039,189.728,3.69261477,99.96,8.17,199.2,5.59,6.63,12.22,907.8146,14.43607853,Roam,110.873,35.371,679,Flat,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_11,1.56808546,18.51084815,0.596943858,628.7982855,7125.715938,2717.258879,30397.90092,3.086764568,498.4599675,25.46744218,23.51694767,367.3961909,17653.35222,7.191733027,18.33904892,19.38173693,46.5503766,4.217117566,1.507393054,7.978044016,18.39575417,50.45838421,6.945370153,2.412421371,1.170983751,0.344135589,0.136346635,3.990920437,0.524420483,2.587037787,83.38693836,13.19539303,26.63719378,3.092045074,11.7399287,2.296016276,0.457167867,2.29804679,0.287205159,1.394926161,0.252005032,0.651510392,0.522480626,0.053776943,10.76366764,3.793544326,322.8764,6.181702162,94.86,8.22,180.3,6.22,4.73,10.95,1056.5478,12.85547855,Roam,110.873,35.371,679,Flat,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_12,3.32594368,16.84376064,0.547699401,643.348306,6854.17242,2624.438694,29995.76808,2.963623685,499.7514078,24.45459676,21.45572993,346.0258065,16784.52857,6.819536244,17.18956772,18.71055019,33.81708377,3.975131425,1.441712885,7.671991756,17.44080547,50.85862628,6.619069174,1.784737004,1.156991889,0.319082171,0.106278743,4.06659021,0.498710786,2.453894946,77.3489206,13.17348511,27.05647356,3.111177166,11.71482548,2.30962639,0.444091737,2.270281886,0.279875757,1.378076673,0.245104344,0.639655108,0.51972765,0.045820613,9.886017675,3.884320754,242.242,5.192315373,72.04,8.23,179.0,4.95,5.43,10.38,853.6066,12.59559489,Roam,110.873,35.371,679,Flat,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_13,3.01611147,15.69909121,0.56147664,561.1035612,6034.809395,2394.705803,26076.12805,2.64947378,429.5033197,21.92949099,19.78525298,312.8612125,15058.37502,6.118918179,15.78007235,16.49322377,35.01949098,3.590741028,1.289385625,7.051732529,15.72639101,43.67704049,5.977470707,1.629522572,1.026299266,0.268560524,0.118434283,3.597392878,0.448507644,2.193872408,71.77125509,11.38229847,23.0331397,2.694117315,10.22303225,2.003943568,0.395380634,2.018933901,0.24555128,1.20432599,0.215292467,0.562507361,0.461460207,0.046819392,9.179726576,3.191539329,272.734,6.589456869,96.54,8.28,189.6,7.9,4.98,12.88,999.6294,11.54152135,Roam,110.873,35.371,679,Flat,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_2_15,1.69486375,16.20669038,0.576132714,606.0080534,6416.04319,2575.094504,26905.30414,2.897503656,473.1945519,23.63403278,21.52938843,335.8570566,16197.88635,6.564277926,16.92583956,17.41206647,37.24172312,3.828111194,1.387715234,7.393155351,17.01052231,44.91823357,6.440956196,1.919251141,1.128686557,0.308803347,0.14458623,3.845816713,0.521754845,2.372172147,76.55663147,12.48521407,25.41694141,2.916245534,11.02425826,2.23068615,0.427680032,2.166177511,0.270079892,1.326127062,0.239045135,0.626951601,0.494309523,0.057088118,9.931353084,3.673153521,217.8484,6.685025543,104.6,8.25,184.6,5.04,6.29,11.33,1004.8808,11.92013056,Roam,110.873,35.371,679,Flat,0.477900982,4571.399902,3172.5,817.2000122,0.414772004,-2.400000095,25.5,39.63999939,-19.44000053
D2_3_1,2.08147617,20.56755442,0.71459376,520.221252,8545.565145,3106.378426,33443.13547,3.710154433,629.6615001,30.9352934,28.64754923,410.4360403,21284.23313,8.222610334,21.40307626,18.61712902,31.67313946,4.906441011,1.822981036,9.472652047,19.6974524,60.80321727,8.614063292,2.241904468,1.601364477,0.404422336,0.20324733,7.21803297,0.679347667,2.854714038,88.50632592,18.15581251,37.02535402,4.260717618,15.95902487,3.083697137,0.581183055,3.064947827,0.371211284,1.808024256,0.317134064,0.850764459,0.675570671,0.075925179,14.20948346,5.020912883,121.968,5.084745763,58.48,8.27,171.2,4.17,3.96,8.13,682.5126,11.67574773,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_2,1.07558705,19.54026037,0.729472362,470.07921509999994,8345.678438,3159.478795,32703.41891,3.535097923,629.6459941,31.09066042,27.39106179,408.2743097,21166.26723,8.053505574,21.02095032,17.61137919,29.79872685,4.970429532,1.810331873,9.536926702,19.45719778,59.45013527,8.409802237,2.283961805,1.429766118,0.436046362,0.141156791,7.056558534,0.645828057,2.828527002,88.12716081,18.3622822,37.08689689,4.214958403,15.77537345,3.016741901,0.570628942,2.995648523,0.360019025,1.737768012,0.312338976,0.811877942,0.657511876,0.069194242,12.16957542,5.286780695,116.886,7.179323548,59.98,8.26,181.3,4.73,5.42,10.15,779.24,11.40145492,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_3,1.55189725,21.08500129,0.708937408,498.2092566,9009.70646,3362.697128,34703.29012,3.885821843,664.2124139,32.67933881,29.35209991,432.4479539,22401.34514,8.544204307,22.17066914,18.40811587,30.40533208,5.158736643,1.940305027,10.71997042,20.65100916,61.45684292,9.008041454,1.97387825,1.425184109,0.420260452,0.128832489,7.404502701,0.642750921,2.898867497,89.7703526,19.10033314,38.82376034,4.465472151,16.60092561,3.162488082,0.583766161,3.119854097,0.383025986,1.853892409,0.332214076,0.878490053,0.700916772,0.058019726,12.89664576,5.464984111,215.985,7.274104189,117.2,8.25,158.8,5.25,4.16,9.41,743.4966,11.53855617,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_5,1.32805053,22.22956689,0.879290572,516.8313575,9318.799164,3466.275794,35432.70672,3.986093558,694.4253165,34.29447475,30.354547,446.9488133,23338.281,8.960965667,22.72703706,18.98914846,32.01091029,5.472961278,2.012503501,10.65473045,21.87390662,64.49585025,9.403197271,2.310638459,1.486409743,0.433877175,0.129149642,7.507104737,0.697606315,3.111402627,95.6628116,20.14218198,40.53682456,4.625879696,17.55837147,3.432014031,0.631490264,3.360256911,0.408948772,2.005134038,0.349162848,0.888675973,0.72013295,0.065595337,13.33318545,5.83076087,186.34,9.38161204,68.36,8.27,166.2,5.27,3.86,9.13,748.2398,9.458471464,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_6,2.54088759,19.9184902,0.740770838,447.2269691,8252.958782,3030.993356,30832.88401,3.566155444,615.066589,30.34558101,28.1716441,404.7529221,20807.49921,8.001360285,21.16013762,17.78018954,28.55174035,4.827700047,1.774970957,9.417450831,19.64459781,55.95182885,7.962351453,2.412528223,1.412512677,0.35234263,0.123508764,6.673360109,0.628481669,2.844368471,84.12823855,17.06856535,34.76771552,4.006811538,14.99731622,2.938164999,0.542035694,2.827893095,0.344575218,1.682621916,0.296502311,0.7937895,0.64821232,0.076015061,11.97853919,4.927598643,322.8764,9.19154378,67.9,8.26,177.1,3.95,3.82,7.77,660.4906,9.844297074,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_7,2.06873179,19.98636304,0.703697053,558.7911326999999,8317.605882,3022.707936,30868.85035,3.438883672,594.5209652,30.29210624,27.11253862,402.5868516,20662.63241,7.947059683,20.57179629,18.00202912,28.89505871,4.732709692,1.847825637,9.803674973,19.11815907,57.11666188,8.33275258,2.892415072,1.382229738,0.364001985,0.132400829,6.722138427,0.687025088,2.789278786,85.67842782,18.29596229,37.45775471,4.283181905,16.01375509,3.132777818,0.558570611,3.068229946,0.367951457,1.777836848,0.315790373,0.822240435,0.646562754,0.087957844,12.1540303,5.652868954,271.2094,20.78005115,84.12,8.14,182.2,5.34,3.85,9.19,738.4146,9.986222746,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_8,3.15215381,21.39230678,0.73377119,608.3386209,9112.890012,3368.999479,34754.01605,3.781435379,660.7671202,33.31541904,29.3885367,440.8096282,22718.4559,8.714061392,22.29105726,18.91963777,31.19129793,5.198772421,2.01728063,10.50516124,21.20845219,64.8730301,9.281736051,2.252813477,1.351814161,0.40519329,0.149984616,7.441083787,0.696050305,3.001366137,93.79637536,19.61659623,40.07819623,4.601441547,17.26134258,3.326930548,0.616744301,3.242528263,0.397008695,1.912296422,0.344996289,0.890722705,0.717028902,0.070822111,13.07697505,5.293610192,111.804,6.699732011,66.44,8.4,161.8,4.26,3.05,7.31,741.4638,9.171633134,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_9,3.14769871,21.52904017,0.81540611,494.6400558,9060.950786,3422.795514,33644.75869,3.876625312,658.9253298,33.25547694,29.98059039,437.7519588,22730.51195,8.815682826,22.77756016,19.09790074,31.6524981,5.333031417,1.978840398,10.2556197,21.14802421,61.01782147,9.123178638,2.353529469,1.42395781,0.405808688,0.141077174,7.309854651,0.67645297,2.980239759,93.66818914,20.43675332,41.54004026,4.724686263,17.63953296,3.45023497,0.627166542,3.364305613,0.401079706,1.912906968,0.344269244,0.878542433,0.719919114,0.075610271,13.37962893,6.003602446,214.291,7.784431138,81.9,8.24,172.6,5.08,3.88,8.96,794.8248,10.44210789,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_10,2.69951074,20.37628791,0.803257211,452.3472813,8747.44104,3223.667471,33181.37566,3.728743332,649.3963469,32.10865412,28.01729627,424.1988609,21882.12963,8.350743517,21.26784046,18.17719599,29.30507636,5.056006786,1.875248839,10.05021811,20.38503186,60.62092359,8.72104961,2.583151379,1.411436207,0.366766084,0.145627771,7.042038983,0.744861025,2.962680537,89.2140845,19.09378006,38.65372897,4.397238045,16.53697956,3.161910321,0.581906766,3.061133362,0.372135598,1.806222277,0.32372822,0.848238406,0.669281152,0.07303326,12.7311704,5.558211084,137.214,7.383461047,72.42,8.18,175.1,4.72,4.27,8.99,674.0426,11.1438941,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_11,2.09414755,20.87684953,0.781447979,577.3942903,9073.89463,3286.408915,34853.95865,3.845850492,660.38483,32.90984999,29.54908168,435.1490135,22513.80612,8.550139904,22.15435553,18.71466547,29.75754412,5.218013677,1.903024175,10.0843515,20.42571866,62.96131064,9.088903338,1.669700754,1.317397741,0.409050612,0.130407432,7.486250539,0.651268057,2.911110209,89.70531076,19.97849672,40.86766198,4.612858643,17.30578059,3.374266888,0.60923511,3.227996182,0.387301275,1.90674084,0.332435163,0.877887991,0.695903273,0.049873982,12.50696788,5.264383404,267.652,7.787539936,65.52,8.28,178.7,4.51,5.55,10.06,789.5734,11.39931392,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_12,2.58460343,21.43898961,0.762245,715.5237075,9266.838631,3460.284572,35137.65006,3.906513034,683.4774074,33.45788903,29.34006,441.0142306,22683.13419,8.677485468,22.00059287,18.92541278,30.9488173,5.27958601,1.878182696,10.20875019,20.99347056,64.07306265,9.320181568,2.73182021,1.445354458,0.389953444,0.130958277,7.367152516,0.65010853,2.912884944,93.60477728,19.23735846,39.03292478,4.489380454,16.79038403,3.254077638,0.600366619,3.181476803,0.389208285,1.9127583,0.3336708,0.89893257,0.713796574,0.078905568,12.59820273,5.646161329,242.242,6.684225228,77.46,8.38,169.8,1.82,3.4,5.22,655.4086,10.97021653,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_13,3.27699339,19.26382077,0.748032474,556.1060501,8274.900029,3170.133138,31353.23014,3.51313626,625.1750266,30.41552514,26.45429373,402.7188299,20619.19147,7.96513934,20.07237383,17.42946584,28.17518838,4.697041481,1.836148009,9.517603716,19.62988884,58.72131881,8.309329971,2.999085914,1.5366182,0.348369257,0.142106703,6.839868625,0.697146032,2.826381933,87.61685875,18.15209637,37.34432984,4.28600956,15.973625,3.077279187,0.568897026,2.975676625,0.363326208,1.7658261,0.316206694,0.819969826,0.647352574,0.093187841,12.06713055,5.874388799,137.214,5.883526127,102.26,6.69,178.0,5.82,3.18,9.0,779.24,9.902919592,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_14,1.6355821,20.39016146,0.684626642,489.4771315,8633.168844,3131.447541,32938.11952,3.621927749,632.7177161,31.77710827,28.06098268,422.54109,21709.41801,8.3341334,21.86306308,18.06871876,29.09571972,4.865912148,1.887162914,9.736554732,20.3841776,60.0714709,8.612750809,2.425097262,1.387887613,0.358197481,0.135752836,7.087853822,0.68956875,2.967072039,88.96183427,18.35968988,37.56662488,4.322011577,16.38816665,3.174931086,0.588052693,3.047428239,0.371064807,1.829564482,0.324849928,0.859187941,0.6805914,0.075306181,12.51488869,5.439798434,212.597,6.088067388,71.52,6.89,165.5,6.28,3.75,10.03,735.0266,9.351902287,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D2_3_15,5.45810878,20.91194298,0.694020698,561.1205947000001,8821.592096,3214.627631,33160.87855,3.675218309,656.3069683,32.47074719,28.47249555,428.3373445,22314.76547,8.556547341,21.54403029,18.52084435,30.26692066,5.05381917,1.952193763,10.16577399,20.6455385,61.03204834,8.766950294,2.600374057,1.444009104,0.380764102,0.130578677,7.352636333,0.687660382,2.940644316,92.38800583,19.98952082,40.5746686,4.53360475,16.81591364,3.22789998,0.598556502,3.196572988,0.387581582,1.845083167,0.324529885,0.85434987,0.69773541,0.075971185,12.751281,5.675313812,204.974,7.290376703,77.24,6.73,163.5,5.79,4.02,9.81,682.8514,10.73172073,Roam,110.595405,35.392296,514,Flat,0.508252025,4828.100098,3384.0,848.9000244,0.390251994,-1.600000024,26.29999924,40.72000122,-18.38999939
D3_1_1,1.43685992,32.153,1.1105,395.296,10404.0,5438.5,35166.0,6.5055,779.0,52.5405,38.5585,491.0,22267.5,9.1755,23.2135,14.4325,57.5255,10.5385,3.3625,10.777,38.411,113.433,12.5565,12.5715,3.11,0.8285,0.146,3.4455,0.752,4.3195,141.591,27.1125,56.6725,6.2575,23.9295,4.6155,0.8485,3.8865,0.497,2.6785,0.4795,1.3105,1.085,0.413,10.549,8.073,12.32,8.53,140.55,8.74,128.9,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_2,1.62929226,28.2035,1.3045,291.908,11814.5,4443.0,43150.5,5.429,886.5,45.8235,34.011,551.5,25478.0,8.021,22.3475,11.765,56.071,9.2925,3.045,10.831,33.031,107.1515,11.4835,11.2065,3.0165,0.3845,0.0485,1.908,0.3625,4.109,131.7295,27.517,58.0735,6.4175,24.417,4.711,0.8985,4.0275,0.6825,2.823,0.698,1.4665,1.197,0.6975,11.561,9.3155,26.18,5.17,154.65,8.67,122.7,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_3,2.91605212,35.1685,1.2555,368.9755,11584.0,5293.5,39454.0,6.4865,810.5,53.4125,39.5325,555.5,24840.0,10.0035,25.667,15.3305,65.239,10.9055,3.68,11.616,36.7945,124.7785,13.1655,12.1415,3.443,0.9415,0.1425,2.37,0.4325,4.5355,138.5815,28.581,59.884,6.5865,25.2695,4.8865,0.8895,4.1575,0.5255,2.861,0.502,1.375,1.131,0.3965,11.231,8.553,18.48,8.92,151.43,8.63,115.8,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_4,5.30445715,31.6125,1.075,307.9395,12447.5,5484.5,43163.5,6.0625,860.5,49.9325,37.0095,609.0,27144.0,9.795,24.9305,15.4785,85.0955,10.191,3.4885,11.553,33.469,114.633,12.69,11.8685,3.472,0.9975,0.15,2.351,0.396,4.4535,130.9475,28.334,58.7475,6.4315,24.6555,4.786,0.8675,4.077,0.515,2.7435,0.484,1.3265,1.0935,0.406,11.9375,8.544,23.1,3.49,141.54,8.75,104.2,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_5,2.585736,35.548,1.1555,369.452,11346.5,5807.0,37995.0,6.559,828.0,54.23,40.6375,559.0,24817.0,9.9425,25.546,15.5675,63.2435,10.989,3.6845,11.5785,37.5465,116.9405,13.188,12.723,3.3815,0.9335,0.1435,2.4185,0.573,4.532,139.5465,28.443,59.389,6.539,24.884,4.8155,0.871,4.019,0.5145,2.7915,0.496,1.3525,1.122,0.397,11.2185,9.1725,23.1,6.45,148.56,8.59,153.9,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_6,1.54121891,34.0165,1.183,337.7605,11665.0,5615.0,39993.0,6.369,827.5,51.969,38.0505,569.0,25195.0,9.7735,25.0205,15.277,71.9635,10.701,3.5655,11.634,35.8015,119.926,13.077,12.107,3.363,0.9075,0.147,2.37,0.415,4.509,135.6205,29.1325,61.0935,6.756,25.6635,4.932,0.885,4.137,0.527,2.8545,0.5015,1.369,1.1485,0.3995,11.3215,9.957,13.86,3.99,166.56,8.7,120.3,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_7,1.82880064,32.4355,1.8135,314.808,12285.0,3905.0,44300.5,6.2855,930.5,50.314,37.378,565.0,26716.0,9.2955,24.426,14.454,62.651,10.603,3.4445,12.105,35.07,120.9185,12.8805,12.6585,3.441,0.474,0.078,2.112,0.399,4.547,137.8725,31.1795,65.8705,7.2855,27.5125,5.2635,0.978,4.4365,0.737,3.0915,0.742,1.5955,1.3055,0.732,13.3265,11.15,20.02,7.15,164.67,8.64,129.7,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_8,2.99636237,34.762,1.215,354.4315,11749.0,6021.5,38372.0,6.8295,810.0,54.862,40.6445,553.0,25345.0,10.2585,26.0645,16.221,69.7455,11.492,3.7135,12.0105,39.811,122.027,13.328,12.703,3.0575,0.9285,0.159,2.51,0.7255,4.799,152.634,30.203,63.2105,6.924,26.23,5.049,0.9175,4.2415,0.538,2.894,0.5055,1.386,1.138,0.409,12.344,10.224,18.48,5.86,152.9,8.65,98.9,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_10,2.28637726,27.5685,1.6345,249.467,11718.5,3465.5,42881.5,4.883,876.0,41.972,31.2595,577.5,25412.5,7.8315,21.459,11.625,56.357,8.5265,2.8645,10.338,28.8625,98.0295,11.3765,10.4705,2.9575,0.3945,0.047,1.885,0.3395,3.932,115.782,26.0025,54.7045,6.122,23.3505,4.509,0.853,3.85,0.669,2.7925,0.694,1.463,1.2055,0.689,11.2805,8.8695,20.02,13.76,132.24,8.64,135.8,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_11,1.3300767,35.969,1.198,398.7625,13103.5,6436.5,44015.5,7.362,904.5,58.0345,42.4135,627.5,27908.0,10.299,26.508,16.183,57.9615,11.764,3.7755,12.218,42.0155,130.669,13.875,13.2005,3.3665,0.7825,0.1515,2.5395,0.6595,4.8775,161.882,30.098,62.9795,6.955,26.581,5.1135,0.9445,4.295,0.552,2.985,0.523,1.4395,1.189,0.426,12.1385,10.385,24.64,4.78,123.39,8.67,103.5,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_12,1.56524699,68.79,3.434,557.806,5891.5,10491.0,6954.0,14.5125,1275.5,123.548,91.732,725.0,43902.5,21.7655,42.7145,31.922,113.452,24.5265,6.6325,19.5815,90.612,48.9875,15.987,20.8895,4.2955,1.3505,0.175,3.7365,1.101,8.4875,296.9995,40.429,95.931,8.992,33.2355,6.23,1.1425,4.912,0.604,3.157,0.54,1.4635,1.196,0.5115,22.823,13.663,15.4,4.48,144.98,8.67,114.6,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_13,1.17542882,32.782,1.3355,442.808,12369.5,9275.5,42228.0,6.0665,874.5,51.3675,38.938,651.0,25436.5,9.4165,24.506,14.7745,59.153,10.62,3.632,11.045,35.714,121.11,12.9385,8.944,3.3235,0.847,0.138,2.3625,0.408,4.245,139.3205,28.7005,60.0885,6.602,25.279,4.8585,0.8715,4.0625,0.521,2.81,0.4975,1.369,1.1255,0.272,10.646,8.5435,90.86,6.36,178.26,8.63,116.9,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_14,2.61787657,34.9795,1.2435,344.1295,11912.0,5664.5,40208.5,6.5045,822.0,52.788,39.479,572.0,25665.5,10.081,25.373,15.974,57.9575,11.004,3.669,11.5145,36.1145,121.89,12.9315,12.5895,3.391,0.7725,0.1455,2.3865,0.4055,4.595,140.313,29.1855,60.754,6.6555,25.454,4.8755,0.883,4.106,0.518,2.8005,0.489,1.3545,1.123,0.4,11.6035,8.7825,10.78,3.2,152.02,8.71,102.4,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D3_1_15,2.85551429,40.0695,1.2265,496.364,12322.5,8071.5,40776.0,8.3265,936.0,66.604,46.932,598.5,26670.0,10.603,27.01,17.059,62.313,13.332,4.0265,12.364,49.9745,130.069,14.6955,15.0295,3.676,0.853,0.158,2.7885,0.4845,5.0795,186.738,32.9345,69.1415,7.558,28.947,5.54,0.998,4.598,0.5835,3.1635,0.5655,1.5475,1.299,0.4805,12.2275,10.1535,20.02,3.3,176.19,8.63,117.6,,,,,,Roam,110.595675,35.547442,370,Flat,0.531599998,5056.0,3576.100098,867.9000244,0.371210992,-1.100000024,27.0,41.93999863,-17.93000031
D4_1_1,2.75678141,43.7545,1.961,436.182,13105.0,7256.5,51071.5,9.153,1006.0,69.984,52.6435,793.0,33366.0,12.72,33.1765,24.0765,86.213,14.4935,5.1295,17.5685,48.869,96.2765,15.408,13.807,4.0645,0.986,0.2615,3.5435,0.483,5.851,179.323,32.529,67.22,7.632,28.912,5.58,1.0125,4.697,0.5995,3.1795,0.558,1.499,1.266,0.3065,18.6525,10.5105,46.2,18.89,307.76,8.31,134.6,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_2,1.33712878,43.9065,1.7695,428.942,12504.5,7018.5,49065.5,8.9455,913.5,69.129,51.8715,767.0,31897.5,12.633,32.3705,22.942,85.9445,14.715,5.1565,17.561,49.6635,95.85,15.425,12.7245,3.9985,1.009,0.249,3.417,0.5955,5.894,181.8765,33.606,69.331,7.9105,29.862,5.7025,1.02,4.7765,0.6045,3.2025,0.5625,1.4995,1.2565,0.2625,18.6065,11.5165,52.36,17.41,339.87,8.29,140.7,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
